Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
2481,3,1,1991,0.7039367553240260,0,1,509725.550655089
1495,3,2,1986,2.074752227883380,2,1,346932.6209008940
3842,2,3,1991,4.681797810179270,1,8,863289.3969030940
4298,5,2,1984,2.2065194173120200,2,3,919295.8540615210
1775,1,2,1955,4.241154677998870,2,1,406069.2709127520
1516,2,3,2017,4.290464771374700,2,7,397346.1108776760
837,4,1,1967,2.1795852037065500,1,10,191117.1012230500
1378,4,2,2022,3.3439490617828500,0,3,384461.3548261600
1576,3,2,1978,0.9291722102287640,1,8,340980.72481778500
4493,3,3,2008,0.9665536133042440,0,4,951093.5469938470
879,4,1,1996,0.7189594864777100,2,4,217010.48526715000
992,3,2,1966,3.1145679201879900,2,5,248224.01965609600
2562,1,3,1971,2.417319399317440,2,6,538349.0962151850
4384,3,2,2017,2.9661456049890800,2,7,985223.9966541850
564,5,3,2018,2.8448293572877500,2,4,242865.9315016320
3068,3,1,1986,2.0759134599082900,0,8,654466.9454086810
2527,2,1,1998,3.548630366705630,0,6,551967.8882668800
3195,1,1,1962,3.913258464123760,2,1,663904.9927177990
1995,2,1,1983,0.5658271649495410,1,1,397482.74798703600
891,2,2,2002,1.4325903489599500,1,9,209632.84147750500
4974,5,2,2000,3.7095614063750200,2,10,1107045.062935080
4061,1,1,1952,2.239790776852250,0,6,787420.4040749860
2778,1,1,1991,3.4811777612372400,1,10,605371.7047170610
3599,1,1,1981,2.061331968805510,1,8,721018.0639031390
700,1,2,2000,2.258398185483370,1,7,199066.37891066900
3604,1,1,1995,1.2140549316035800,2,6,730047.4973881330
2954,5,1,1970,1.6620395884977200,1,4,627923.6171994700
4145,3,1,1993,3.2243529087841400,1,7,898283.8867356430
1304,2,3,1960,2.4492340009182500,1,9,277832.10571177300
3231,1,1,2017,3.9843620732506800,1,10,731490.1175330900
3273,3,3,1950,4.336632297222540,0,10,688357.648480334
2070,3,3,2012,2.9374088819754200,2,7,525582.3102214570
3190,2,1,1973,3.9122028142522700,2,1,684824.5348634420
4340,5,3,1962,1.881070309375570,0,10,903251.9405609450
1528,4,1,1960,2.3673704693003500,0,9,323118.7393152310
1002,4,2,2000,3.7074995429757400,2,4,307101.6858385630
4993,3,2,1966,2.237953967676640,1,3,1020324.7565966500
1370,2,2,1973,3.1482722082154500,1,4,304730.506229004
4988,4,2,1968,1.3341775058713000,2,4,1026397.2966122300
706,3,3,1986,3.198970917367240,1,10,199414.94263280900
1984,5,1,1957,4.376811682521020,0,2,472657.61431723300
1363,4,1,1977,4.408878379205420,1,1,340069.229775934
3290,3,1,1954,3.7595498284829300,1,10,696709.415289048
1063,3,2,1966,3.855890205842570,1,1,266533.05392411600
4691,1,2,1985,3.010673503178150,2,8,971514.7620428530
2257,5,1,1968,3.1310064057462100,0,2,501305.5489940660
2178,1,2,2013,1.101427616347330,1,10,480961.44203831700
3742,2,1,1960,2.4973663478958500,2,5,758977.8818675750
1559,1,1,2003,2.528493277488640,1,4,364658.5286208400
2222,1,1,1994,4.813240260504830,0,8,515813.7578353910
3814,4,1,1996,2.4398908818048000,1,2,834587.5117736550
3657,3,1,1961,2.9720419020624100,0,10,747384.0608082060
3125,5,1,1970,2.899631296755960,1,9,667696.0449735250
3229,1,1,1960,3.365427726699470,0,7,645145.5398468640
2097,5,2,1954,3.8670477409935300,1,7,481368.1255215700
3560,1,1,2005,1.5126884427689200,0,1,740148.1937768580
3193,2,1,1969,2.8792598859429600,1,2,639073.1842415400
4127,1,2,1990,4.216629682922140,1,4,886568.3132277150
1863,4,2,1995,2.5840162122688000,2,4,450941.1354372640
2481,3,2,1961,1.7530589586810800,2,3,513720.44181706100
2163,2,1,2019,3.446190839103350,0,7,521205.600976709
2029,1,3,1966,4.2069532810960500,1,8,455122.09995895000
2538,5,3,1968,0.784131318173261,0,2,551463.8888534080
3802,2,2,1975,3.995557175332520,2,4,816173.7524264860
2737,2,3,1997,4.197415698327970,0,3,637736.0103999890
1806,1,2,2001,2.576853174148730,0,2,420203.4615575060
4529,2,1,2019,4.924875455683100,2,6,1026790.0663279700
3175,5,3,2004,4.040187533182890,1,4,744681.397063456
1782,2,1,1982,3.981481542030500,0,6,400585.46235503400
1209,5,3,2011,3.865273584854320,2,2,368327.4567183170
4913,1,1,1972,1.177736464482230,1,4,977158.5923179970
4248,3,3,1964,1.4775389890385500,2,6,883626.6203857240
1163,2,1,1976,2.5879555915899100,0,5,244030.4071335910
2498,3,1,2013,1.6880195748176000,1,3,558598.6787614330
3945,5,3,2000,2.368584375503180,1,8,860329.4923109860
4243,2,1,2002,4.4980884946531400,2,7,947490.7774778160
1995,4,1,2000,4.209471013456710,2,3,492018.32279508400
3804,3,1,1996,3.33517945315992,2,6,832386.3311958440
4263,2,3,1953,4.361541774129970,1,4,893926.6294720690
2353,3,3,1956,4.026975750577620,1,5,534464.9120087980
1791,2,1,1984,2.430432193284010,0,5,355281.41848528600
4081,1,1,1997,1.404793184224750,1,7,834105.7943401120
3957,3,3,2022,2.813904680042030,0,5,885550.3826256530
2136,4,3,2021,3.8130299713784800,2,3,551859.0856947600
4196,4,1,1994,2.4638881942831700,2,10,922420.5883706040
3499,5,1,2021,3.5004735940275400,1,5,804433.8093218550
3652,2,1,1968,0.9244734183096960,2,7,734985.0630470020
1198,3,2,2012,3.8660213136713200,2,5,346152.8475921310
2660,5,3,1987,4.157211289518780,1,5,649973.3618681370
4597,3,2,2016,3.680770351012440,0,9,1006939.6644174100
1354,2,3,2008,4.852686143868650,1,3,370260.6031667920
3974,4,3,2018,4.219934258572880,0,6,928059.7129533670
2207,1,3,1962,4.563921775444420,1,1,492112.0397149680
3277,4,3,1996,4.7010698755594200,1,10,752466.6746666240
2233,5,3,2010,4.106065963432140,2,5,573797.9393068490
4010,1,3,1980,3.534164789029250,1,8,854876.2983739190
702,5,3,1971,0.5257336161235520,1,5,183663.64645731900
3755,2,2,1992,2.596215889504060,0,9,788150.9318106310
4718,1,1,2016,3.0702303438006200,2,6,981510.89525884
4996,5,1,2003,1.8681362260160000,0,8,1070454.2752476100
1266,2,2,1959,1.9314700110656200,0,10,241968.8432665450
4889,4,2,1991,4.825217370695740,2,8,1064004.872579210
2827,2,2,2013,4.512698893412360,2,3,640767.2241513440
3431,3,2,1970,4.321305524757670,2,7,762159.3914733420
697,2,3,2015,2.327053107677500,1,7,216591.97111921200
2430,2,1,1990,0.5616434768401160,2,10,497168.0883454790
4082,3,3,1973,0.8610001090507130,2,6,857205.2452653880
1108,5,1,1984,1.9048836569792200,2,7,285546.501684919
3772,5,1,2005,0.5708431084805460,0,2,819125.6470544270
1647,2,2,1979,0.5771740186183920,0,9,316130.2555576060
4782,3,3,2006,4.62471485739085,1,10,1067425.216621320
3897,3,2,1996,3.6777132595357400,0,10,837398.565143556
3011,4,3,1984,1.890301955306690,1,1,658260.7060110460
2294,5,1,1968,1.0969005992042900,0,1,475767.3504503980
1159,1,2,1957,2.802360730527850,2,3,250101.5473305480
3311,5,2,1975,0.52405772384464,0,3,688516.5046690890
1869,5,1,2020,4.722861847361650,1,1,510876.9990932240
2486,4,1,1979,2.366668037250260,0,7,543734.421890143
646,1,1,1956,2.3105072985680000,2,4,146406.89625235100
3719,4,2,2016,2.25767123411802,1,10,828512.1019589090
3411,1,3,2014,0.8119774867449410,2,2,719969.4352945100
2234,2,2,1985,3.3724500790632200,2,10,507847.58733911200
2343,1,3,1974,3.79851628832759,1,5,507554.9440535180
988,4,2,1986,3.542564289147310,2,6,294558.07202157500
3476,5,2,1950,1.1229597199822700,2,9,712212.2154102820
2459,1,1,1964,3.1047807561601700,0,4,491715.9476636630
2885,1,3,1986,3.062680178775140,2,2,625227.045470116
3419,3,2,1962,4.407848545736220,2,5,752101.9024207600
2302,5,2,1957,2.2060744626904100,2,3,501913.64710804100
4561,2,1,1954,2.171686746467450,2,2,907358.632995708
3869,4,1,2009,3.283371764231840,1,1,878704.0956397130
762,2,3,2022,3.3488269407478100,0,10,237070.70570460000
1123,5,2,1950,2.6117835229660600,2,2,267132.4135848210
1516,1,3,1985,2.493767130486900,2,6,353129.5684734060
4143,1,2,1984,2.723664517870470,1,8,845141.6166638860
2549,5,3,2015,4.374703847764900,2,3,656223.1627305330
4223,1,1,2012,2.575251055642600,1,9,884677.6890798350
3608,1,2,1972,4.729693063864200,0,9,775773.2237663030
4590,1,3,1958,2.768016936183470,0,2,918893.7439235620
2556,4,1,1983,4.771403119314010,2,8,607698.7371081990
3670,4,1,1995,4.247743558410840,2,10,838774.4840391100
2182,3,3,1953,2.130940951771230,2,5,470978.4795328960
2755,2,2,1979,4.386386395834770,1,4,616308.9624199030
1654,5,2,2021,0.9952847789050190,2,10,417416.2622542780
4999,5,1,1952,4.662712289043570,2,5,1060976.488572310
3691,5,2,1963,3.342395817873010,0,4,809046.2841762660
2196,3,2,2009,0.7447583683504000,2,8,485376.42332358000
4491,4,2,1994,3.399155256428650,0,4,965816.6681107300
2148,3,1,1983,4.884114443651400,2,10,517515.4060050990
1945,5,3,1994,0.8141029457658300,0,6,438250.1761546230
4699,2,2,2010,2.9960946940103900,2,2,1008240.7854354900
4423,1,1,1965,3.865074573917180,0,5,888140.07598706
753,4,1,2015,4.146163640147890,1,6,252963.35620761300
3683,4,3,1989,2.362223593943580,0,5,801206.2036701890
3057,3,2,1966,1.4187495162570900,0,2,624112.1600204630
598,4,2,1983,0.6905402544757270,0,7,155471.16626013100
2700,5,3,1965,3.1087677069375100,2,4,617900.4948407210
3461,5,3,2009,2.5380998162042500,2,8,798362.7750475320
4933,3,1,2015,4.7693497781737,2,7,1096158.2899088100
4277,5,1,2015,0.772722084717094,1,7,927092.4059599080
3369,2,3,1962,3.5842790455070300,1,9,728289.8873118910
3734,3,2,2005,0.6123479995402570,0,1,785248.3619879360
4291,2,1,1980,1.2714537951974400,1,10,862580.4983858580
1456,1,1,1983,2.541105499652750,0,6,297387.92248393600
4567,2,2,1988,2.546925992612910,0,6,938151.8372450710
660,1,1,2016,3.5856524432014000,0,6,203447.4833684560
4993,1,2,1957,4.595958656904910,1,6,1038319.1650899700
1800,2,2,2004,3.3756447151171400,2,10,443408.30597782400
4487,3,2,1976,4.79090794033179,1,7,971977.0246414560
2027,5,3,2002,4.467270379450990,0,10,539478.4031506820
1718,5,3,1988,3.1302490798885600,0,6,424712.55125248000
4996,1,3,2014,4.252063779134720,1,1,1102533.6490590900
3604,1,2,1966,3.3915992464563500,0,3,740286.5597469500
3235,3,2,1979,0.8535102391567720,0,2,655719.1459405580
1454,4,3,2002,3.832541254667800,1,6,402213.42189319500
3946,2,1,1962,0.927087985703058,1,8,779202.6809723860
1545,1,2,1970,3.173372512563710,1,3,338170.31528112500
2193,5,1,1968,3.6618809263620300,0,10,497340.9981159920
3936,3,1,2002,0.7993742369488490,0,8,815811.6827370640
1062,2,2,1968,1.538575942669390,2,8,250362.35906874500
2985,3,2,2006,4.620525045177420,2,5,717150.4421296230
3854,2,1,1974,3.2734152150480300,1,8,811129.4971755760
725,2,1,1980,1.608287084647390,2,6,165242.29785174500
1459,1,3,2004,3.60805897016603,0,5,370992.4565584570
3567,3,3,1972,3.1854938898276000,2,9,779362.3561113290
1315,3,2,1981,2.7570906496307700,0,7,308618.40727220200
3620,5,3,2011,4.892841387446380,1,8,861356.9775590370
516,5,3,1959,3.57554199833379,1,1,171023.95659838000
1743,1,3,2021,2.189484993505610,0,2,381738.01754380400
2705,1,3,2003,4.100330444345910,2,8,628610.9650581650
3024,4,1,2001,4.480624818145350,1,9,698124.6114710770
1569,5,2,1969,1.0634925178257400,1,4,362679.08775021500
3944,2,3,1981,1.4024884003037000,2,10,822030.766712673
3065,3,1,1963,1.4730215410750100,2,10,611205.6889207750
1560,1,1,1999,3.6104531422394300,0,9,359657.9955923100
2827,3,1,1977,3.213677997739780,2,4,605143.9591154720
3920,3,3,2002,3.2854620411436500,2,10,881016.0047742790
801,4,3,1973,4.733479848602750,2,10,258111.6713724360
4776,5,2,1971,3.9916018976328800,0,10,1038652.4247755800
1106,1,3,1979,1.0757161603030200,0,9,219426.92448760000
3670,3,3,2012,2.0637818709133100,1,7,813296.8090259810
1199,1,1,1953,2.45927140779081,0,2,211038.85316259600
1639,2,2,2008,2.281827149364220,1,9,395042.35505971000
690,4,3,1957,3.5118887412284600,2,4,203867.04292282800
2800,2,3,1961,4.513518964654530,1,8,619660.8346800940
1480,1,1,1980,1.8772315858525500,1,7,304174.6641013580
3475,1,1,1983,2.9834471138953400,2,7,731899.435616318
1684,5,3,1998,4.0523423986111400,1,8,467628.527062253
3827,3,2,2006,2.3729812648040700,0,1,827143.776401641
3894,3,2,1975,1.2565315777968300,0,5,797034.4255040530
627,2,1,1967,2.637279343686870,0,2,126097.92716348900
2565,4,1,1987,0.7485013433436280,0,2,527544.910534171
2316,3,3,1999,4.740725543010250,1,1,570289.0160760870
1069,5,1,1957,0.8366954233773790,1,5,234389.76681768000
2395,2,3,1990,2.473055218627600,2,2,534533.0200368980
3233,2,2,1955,2.884465674898370,1,4,660507.8198303540
4363,5,2,2018,4.9338672452927800,1,3,1008539.1562343500
4514,4,3,1993,1.2470982063928700,1,3,955158.9063874500
3401,5,1,2013,1.0149418337556100,2,2,756373.8420634220
2186,4,2,1978,0.5391776617814460,0,6,441315.08847493500
3509,5,1,1977,1.2000714659118600,1,2,749610.4677553450
654,5,2,1960,1.4327284058045000,2,8,158636.70310577300
3037,1,3,2014,3.3376142371239200,2,8,699683.2484112400
1909,2,3,1968,1.4886805567613000,2,5,390430.22237748100
4557,5,3,1958,0.5923436662819630,0,10,935973.5562996920
1284,5,2,1976,4.219782554761200,1,7,350816.184399563
3675,3,1,1983,2.1451806545178500,2,4,779019.7305378270
4841,2,1,1993,2.0916350896133000,0,1,987630.2411262020
3306,3,1,2017,1.8611556312556700,2,2,733612.8163648160
1037,2,2,1964,4.889179747158890,2,10,255907.13436004000
2341,3,2,2000,1.2655193778917700,2,10,517655.1581174150
2955,5,2,1962,4.542071287789560,2,4,684425.2003263970
1024,5,2,1998,3.995614994629500,2,1,323701.2441901500
3450,1,2,2019,0.8441597997469090,0,8,724814.2264216080
4631,3,1,2005,4.940280956753820,1,9,1015556.1485920800
4615,4,2,2000,1.7211468359255500,1,4,993273.0796606250
2868,1,2,1986,0.9436231716008560,1,10,581948.159950993
4347,3,1,1966,4.231914053565920,1,3,895675.5548211850
4995,3,2,2007,3.6800399015496500,0,2,1092026.89678641
3201,1,1,1978,3.2774846264505500,0,5,662119.9410580610
1471,5,1,1982,1.2019138866452000,0,3,341253.2207795090
1666,3,3,2009,2.6532325231518300,2,10,412045.7826588490
3274,5,3,2004,4.012502120992460,2,7,748220.493682927
2482,1,3,1959,1.8663077216472800,2,6,507185.45440816100
1353,5,3,1996,1.9026042283176900,1,1,354054.70019158500
4646,2,2,1972,0.5141340772165500,2,8,915005.2948821840
4236,4,3,1970,1.284095307404210,1,2,872676.434152397
4269,3,1,1962,4.439325313048250,2,5,934942.0571329230
1074,4,2,1982,2.487859212369680,1,9,269061.7820440070
3761,5,3,1973,4.929055246554950,2,8,867445.4184620870
1648,3,1,1960,2.2806858360820700,2,2,342303.68926754700
2215,5,2,1966,3.7183390465110900,0,9,486872.0567091350
4354,2,2,2017,1.768635693071280,2,5,935626.9529281100
2991,1,3,1996,2.137143385134200,2,10,644601.105174152
3160,3,2,1974,1.358266944159030,0,6,645375.2217757020
3624,2,1,2022,2.0617806582472800,1,3,786580.3015186450
3551,2,2,1970,2.962568841892890,0,3,740281.2153448500
504,3,1,1961,4.9629779644066200,0,10,149743.4999535610
1376,5,2,1986,3.4889077088230400,1,8,348893.55395287200
1491,2,3,1991,1.3966067948374100,2,10,346010.94983818100
4642,4,1,1966,0.7023264871619800,1,10,915441.1797542060
4864,2,2,1997,1.0686041659153000,2,2,988325.4879158880
4965,5,2,1977,3.0314984057287100,2,2,1075864.2810329500
1135,5,2,1990,3.9432214796754500,1,5,329218.5249164850
2193,4,1,1996,4.731886432853360,0,6,530004.3428420600
2182,2,1,1967,0.5712042739856940,1,2,408013.5790622350
619,5,1,2020,2.852420637028410,2,5,224507.20014868500
1330,3,3,1962,2.6189031030043000,1,7,300656.0790681990
4175,1,3,1962,3.452247598890670,1,10,848824.7742976190
1869,1,1,1980,3.018104845094040,2,10,396681.2860961780
1240,1,2,1951,3.5916761776211600,0,8,262398.4460460840
616,2,3,1965,3.4613716313713600,1,7,180393.6281134630
3338,4,1,1958,1.026552761860760,2,8,671803.9439013260
1650,5,2,2022,4.098730611284240,2,9,474045.8427124250
2431,3,3,1987,1.054546590723460,1,5,505877.59815497700
1512,3,2,2003,3.643387813441120,0,5,389645.3296127530
2164,2,2,2005,2.3726541543827300,1,10,483350.32816846600
1581,1,2,1994,2.812328305594690,0,4,358458.3807510000
1012,2,2,1983,4.564841064690700,0,9,264395.09178796300
3349,4,3,1958,4.504476769130690,0,5,749571.2916347990
1059,4,3,1957,4.180353375447630,0,2,263760.9441483150
4172,5,3,1956,2.7956677120534500,1,10,894611.0786564200
3843,5,1,1985,3.813079145602250,2,8,853001.1125510680
4570,4,3,1967,2.8080367498346400,2,7,972537.496467423
1970,4,2,1952,4.413227371136500,2,8,453359.87163545500
1080,4,3,1977,2.3124912495480500,2,3,270230.63769828000
2794,2,2,2019,4.866059049866950,2,4,673649.8960889380
3647,4,1,1993,4.695452412029950,2,5,827205.303959231
4749,3,2,1970,3.8372117875330300,1,6,1007770.5792970600
2179,1,2,1977,1.757371478792320,0,1,443005.62363881300
4006,4,2,2003,1.0924411495696600,2,4,871566.5627396670
3244,1,1,2003,4.346165525419390,1,10,726227.5690417650
3856,2,3,2014,1.2438602876208300,2,5,824351.6710960340
4545,1,3,1970,4.34417355048801,2,7,973850.3282632280
1743,2,1,1962,2.708442530205620,0,5,344363.2736819860
3618,3,2,2006,2.329505527136470,0,1,793421.1417884240
2641,2,3,1998,4.564358504754930,0,7,621862.7654183530
3559,2,1,2003,3.2173294214312500,2,8,758946.7724048440
3459,5,3,1959,3.09476303208373,2,7,759151.2379465500
2765,4,1,2002,3.0144467508097900,2,4,630531.7401285440
2979,4,2,1993,2.1702628220878900,0,8,646766.2897519650
2135,3,3,1996,4.035393965881070,1,5,533039.4327952060
2257,3,1,2002,1.6375929980709800,2,10,496427.1035646910
4952,4,3,1995,4.725027320185740,2,9,1099211.6405116100
2570,5,3,1962,4.522933422711320,2,10,605600.9507407210
3349,4,3,1986,2.0186614655370400,1,5,738935.8194460400
3751,5,3,1973,3.782586964242490,2,1,839522.318603536
4230,3,1,1951,3.0795043750231600,1,9,874856.2710820400
2989,1,2,1963,2.0194218589965600,2,5,609401.0845045890
2131,3,1,1959,4.9483474159795100,1,6,457643.0980423780
3316,3,1,1984,0.6135680563171890,2,4,676108.8512096880
1515,2,1,1974,1.63690713779579,0,6,300935.18607342000
1848,2,2,1952,2.8403332750001800,0,8,381998.6086592970
3587,2,3,1966,2.8487885156535400,0,3,720883.657171062
3339,2,3,1961,3.1501988372550400,0,5,722543.0796460030
835,5,3,2003,3.8825427741031400,2,2,294548.40256048900
1395,4,2,1973,3.3056502373368300,0,2,336073.5215992290
4046,1,3,1978,3.2012665723761700,1,7,863034.675749834
1351,3,2,1992,0.7408150831086950,0,10,319748.76677475700
2187,5,3,1974,2.1943862950518400,0,10,504023.26087166200
2431,1,3,2009,1.5442508286552000,0,10,538851.8933945440
4246,5,1,2014,1.6941655022088900,2,6,934919.3827777770
2927,5,2,1977,2.994518634531550,0,4,648902.5219843040
2068,3,1,1965,1.397773917183240,1,5,414808.65431770000
4500,4,1,1996,1.8227709545760400,0,1,940080.4444014950
3238,2,1,2007,1.5668811883280300,0,7,676233.0768279260
3998,4,2,1976,4.768263244481880,0,8,866618.3890237980
4413,3,2,2002,4.750995794769930,1,9,983106.2224146990
1566,3,3,1991,3.244737013682230,0,8,367024.37943297000
4880,3,1,2008,4.66035110929355,1,5,1075814.4318808400
2944,1,3,1996,4.0361569046076800,1,3,660979.0474886920
4607,4,1,1983,3.1547654726081400,0,10,978190.835072989
3873,4,2,1986,0.5289584517355810,1,9,801313.0610758340
4469,5,2,1955,3.976323287357320,2,6,992213.4530121650
3046,5,2,1956,3.6611975371481100,0,5,676719.1220590250
1253,5,1,1974,3.268641439770860,0,3,296184.19659571600
2582,3,2,1982,3.9219094025711200,1,6,587557.3219128360
3274,4,1,2004,2.808149741486450,1,3,724842.1846929230
3396,3,3,2007,3.668374720946030,0,10,762080.8235471160
4685,1,1,1956,4.70827439026922,2,6,955223.3951427990
1275,5,3,2006,2.191122571307390,1,4,354189.0054772030
2125,3,1,1961,3.6865482570528100,1,2,454484.4215050970
3569,3,3,1965,2.6405951810493100,2,8,769087.1879559920
917,1,2,1992,3.534798433162920,2,4,251359.79864274800
614,2,3,1956,3.9330200099946400,0,9,172534.44400203400
1116,4,2,2000,0.7045362519610820,2,7,268244.1761186750
4474,2,2,2022,3.4097019977689800,0,2,985699.1860734550
3767,5,3,1981,1.5203353298312500,2,4,824529.5721138920
1325,3,1,1957,3.5151464201340500,1,5,289985.41455097100
2016,1,1,2021,2.6074858367021600,0,3,450594.56797660400
3646,1,1,1994,3.9809873383919900,0,9,794010.0167336400
912,4,1,2008,1.055303668425180,0,5,233504.5137836980
1228,2,1,1953,3.318450582452880,2,2,269736.4362439110
3848,4,2,2016,1.7531182801739900,1,3,841676.0140843310
3308,3,1,1978,4.3384189789876600,0,9,707483.440019593
1175,4,2,1978,4.677725775363380,0,7,310471.3888855300
3965,1,2,1977,4.983792321555750,0,2,846516.6709494360
3004,1,2,1993,4.082033310922780,0,9,647388.2995956680
3467,5,3,1953,3.8918033169260200,1,4,760678.6016673870
3286,5,3,1958,1.4697534149039800,2,9,681361.2493428750
1622,3,2,1954,2.0120317654554900,1,2,325380.0022571340
4579,2,3,2005,2.595571437930260,0,10,987442.6840517230
2071,4,1,1999,3.9802147150201200,1,4,508941.1259280810
2643,3,1,1964,4.617346392850860,0,5,572941.4282388940
2187,5,2,1981,1.3511259501034300,2,2,481489.24616078200
4632,4,1,1977,4.650653681015460,2,10,997885.7696999720
4351,5,2,1971,3.6303109355932600,2,1,944921.9815744860
3940,4,2,1966,3.2484682880826700,0,7,842172.2092376930
4266,2,1,2008,1.3992857207687300,1,10,901471.7427249740
2826,3,3,2020,0.7498626476411780,2,1,632482.6223597980
3414,4,1,2006,3.0580920432857300,0,8,748136.4563894380
4452,1,1,1975,3.4318205749800200,0,3,914555.7450033640
1095,1,2,1974,1.4485165220961000,1,10,214492.39812518300
1228,4,2,1959,3.0040529262145500,2,6,287478.2675046060
1865,4,2,1994,4.354220312431580,0,7,478566.0655908440
4992,4,2,1960,4.25779675454759,1,10,1068538.1056038700
1198,1,3,2002,4.673098312638340,2,1,334276.21781209000
895,1,3,2021,2.146486143005960,1,6,235478.10213396200
4671,4,3,2017,1.9312230764791300,1,7,1028282.3118218900
4860,5,2,1977,3.872417026913640,0,6,1060712.8283115800
3002,5,2,2014,2.4400058229365200,0,4,690243.7506863930
2319,2,2,1998,0.8939689881250130,0,1,501720.6757217420
1217,3,3,1996,1.7726050880172500,1,9,314916.5292154410
3282,5,2,2001,2.383620284891700,0,4,752791.6325948100
4077,1,1,2003,1.816323914643130,1,7,848697.2899849610
643,5,1,2009,1.9949250692629500,1,7,213397.79303700400
3640,2,2,2006,1.8219915777847600,0,2,788471.7465500820
4991,2,1,1996,0.6867462523238570,2,1,1023975.1331555500
3438,3,1,1980,3.3669261537099900,2,8,738091.5512277480
4136,5,3,1995,3.1878158915906100,2,8,926531.8100085810
3722,1,2,1975,3.4402257431540600,1,7,781388.9356850480
1667,1,2,1954,1.3653945321513200,1,8,302975.3037628080
3116,4,3,2001,1.8304454372561800,1,3,696224.0924052010
1562,1,1,2003,3.2882716712521500,0,2,370689.5462510850
2656,3,1,1982,3.1983240580696500,1,7,559262.3223593920
